,label_c9,iso_3166-1_c10,ts_c11,objective_c12,media_c13,material_c14,design_c15,screening_c16,extraction_c122,qoe_c64,synthesis_c63
108,STMZ methodology,ZZ,2018-11-01 07:45,,,,,,,,
